id,StateCode,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
911,08,FGQ,2,,,
912,08,FD6,1,105,0.01,0
913,08,FER,1,,,
914,08,437,1,,,
915,08,435,18,5288,0.26,0.09
916,08,443,54,10577,0.52,0.18
917,08,FGN,4,,,
918,08,449,203,56057,2.74,0.97
919,08,454,51,,,
920,08,455,3,236,0.01,0
921,08,124,16,,,
922,08,237,6,1038,0.05,0.02
923,08,892,25,9820,0.48,0.17
924,08,462,1,,,
925,08,179,31,,,
926,08,463,25,10038,0.49,0.17
927,08,467,23,5229,0.26,0.09
928,08,FD8,1,70,0,0
929,08,469,26,5471,0.27,0.09
930,09,001,5,259,0.02,0.01
931,09,003,11,4506,0.26,0.12
932,09,005,22,5643,0.33,0.16
933,09,012,1,,,
934,09,019,115,44638,2.61,1.24
935,09,022,4,546,0.03,0.02
936,09,416,7,,,
937,09,F01,2,,,
938,09,FG4,1,,,
939,09,033,9,,,
940,09,034,2,530,0.03,0.01
941,09,040,1,685,0.04,0.02
942,09,FEX,1,4,0,0
943,09,049,1,60,0,0
944,09,050,3,870,0.05,0.02
945,09,053,99,22475,1.32,0.62
946,09,056,5,1020,0.06,0.03
947,09,E54,2,160,0.01,0
948,09,084,3,,,
949,09,081,354,1024927,60,28.42
950,09,FGS,18,,,
951,09,087,1,,,
952,09,089,15,1624,0.1,0.05
953,09,353,18,,,
954,09,093,3,120,0.01,0
955,09,097,7,674,0.04,0.02
956,09,F10,3,,,
957,09,101,8,2110,0.12,0.06
958,09,105,1,246,0.01,0.01
959,09,143,1,0,0,0
960,09,111,6,,,
961,09,F53,1,,,
962,09,123,3,420,0.02,0.01
963,09,127,67,7010,0.41,0.19
964,09,133,1,,,
965,09,C22,2,,,
966,09,141,27,4978,0.29,0.14
967,09,145,8,,,
968,09,151,36,15946,0.93,0.44
969,09,155,13,2232,0.13,0.06
970,09,163,2,,,
971,09,165,21,2821,0.17,0.08
972,09,167,21,1940,0.11,0.05
973,09,173,3,,,
974,09,176,4,412,0.02,0.01
975,09,181,12,832,0.05,0.02
976,09,270,21,13868,0.81,0.38
977,09,057,23,,,
978,09,186,4,751,0.04,0.02
979,09,FG7,1,,,
980,09,FFW,2,,,
981,09,190,7,,,
982,09,193,156,43373,2.54,1.2
983,09,FG8,2,,,
984,09,198,1,,,
985,09,201,13,2614,0.15,0.07
986,09,203,22,,,
987,09,207,66,14812,0.87,0.41
988,09,216,1,,,
989,09,346,5,,,
990,09,263,3,164,0.01,0
991,09,221,9,1814,0.11,0.05
992,09,393,8,484,0.03,0.01
993,09,232,3,540,0.03,0.01
994,09,FFR,7,896,0.05,0.02
995,09,388,3,,,
996,09,233,1,,,
997,09,242,1,30,0,0
998,09,FGM,2,,,
999,09,246,15,11740,0.69,0.33
1000,09,FGD,10,,,
1001,09,895,4,5262,0.31,0.15
1002,09,896,21,3677,0.22,0.1
1003,09,FG9,1,,,
1004,09,D92,1,,,
1005,09,264,3,745,0.04,0.02
1006,09,256,1,,,
1007,09,260,2,,,
1008,09,265,1,,,
1009,09,268,2,,,
1010,09,272,133,32126,1.88,0.89
1011,09,FFL,1,280,0.02,0.01
1012,09,274,1,,,
1013,09,283,36,7412,0.43,0.21
1014,09,255,2,200,0.01,0.01
1015,09,890,9,5010,0.29,0.14
1016,09,333,1,83,0,0
1017,09,290,1,46,0,0
1018,09,267,49,43905,2.57,1.22
1019,09,175,21,1792,0.1,0.05
1020,09,301,2,1700,0.1,0.05
1021,09,300,23,25660,1.5,0.71
1022,09,302,16,4150,0.24,0.12
1023,09,303,6,,,
1024,09,309,3,,,
1025,09,500,487,171418,10.04,4.75
1026,09,329,1,8,0,0
1027,09,331,18,2529,0.15,0.07
1028,09,276,20,8160,0.48,0.23
1029,09,335,1,,,
1030,09,D71,6,2404,0.14,0.07
1031,09,339,3,,,
1032,09,352,7,,,
1033,09,355,16,5977,0.35,0.17
1034,09,356,11,1381,0.08,0.04
1035,09,364,2,430,0.03,0.01
1036,09,275,1,243,0.01,0.01
1037,09,271,19,16017,0.94,0.44
1038,09,395,1,200,0.01,0.01
1039,09,401,5,360,0.02,0.01
1040,09,403,19,2680,0.16,0.07
1041,09,415,2,31,0,0
1042,09,413,63,11505,0.67,0.32
1043,09,419,72,7447,0.44,0.21
1044,09,425,1,,,
1045,09,F54,4,,,
1046,09,891,5,1730,0.1,0.05
1047,09,431,3,630,0.04,0.02
1048,09,FGV,2,,,
1049,09,437,2,,,
1050,09,435,18,2740,0.16,0.08
1051,09,443,230,63868,3.74,1.77
1052,09,FGN,1,,,
1053,09,445,7,574,0.03,0.02
1054,09,F58,4,630,0.04,0.02
1055,09,449,114,34848,2.04,0.97
1056,09,454,39,,,
1057,09,124,5,,,
1058,09,892,3,455,0.03,0.01
1059,09,462,1,,,
1060,09,179,13,,,
1061,09,463,2,470,0.03,0.01
1062,09,467,3,344,0.02,0.01
1063,09,469,2,278,0.02,0.01
1064,10,003,29,6888,1.68,0.7
1065,10,005,5,968,0.24,0.1
1066,10,017,1,272,0.07,0.03
1067,10,019,15,2929,0.72,0.3
1068,10,416,1,,,
1069,10,031,11,1761,0.43,0.18
1070,10,F01,1,,,
1071,10,033,3,,,
1072,10,034,1,250,0.06,0.03
1073,10,053,18,5995,1.46,0.61
1074,10,056,4,293,0.07,0.03
1075,10,073,5,959,0.23,0.1
1076,10,FHW,1,134,0.03,0.01
1077,10,075,1,,,
1078,10,081,45,197094,48.14,19.91
1079,10,FGS,1,,,
1080,10,089,6,755,0.18,0.08
1081,10,353,3,,,
1082,10,093,1,99,0.02,0.01
1083,10,097,9,1833,0.45,0.19
1084,10,101,2,420,0.1,0.04
1085,10,D83,1,,,
1086,10,110,1,,,
1087,10,111,2,,,
1088,10,F53,1,,,
1089,10,123,4,468,0.11,0.05
1090,10,127,23,3004,0.73,0.3
1091,10,141,7,962,0.23,0.1
1092,10,145,11,,,
1093,10,151,12,5634,1.38,0.57
1094,10,155,3,630,0.15,0.06
1095,10,157,2,174,0.04,0.02
1096,10,D59,1,,,
1097,10,165,14,1890,0.46,0.19
1098,10,167,11,1061,0.26,0.11
1099,10,173,1,,,
1100,10,270,2,1188,0.29,0.12
1101,10,183,3,447,0.11,0.05
1102,10,057,3,,,
1103,10,186,1,450,0.11,0.05
1104,10,286,1,149,0.04,0.02
1105,10,FFW,2,,,
1106,10,190,1,,,
1107,10,193,33,8099,1.98,0.82
1108,10,203,4,,,
1109,10,207,13,4777,1.17,0.48
1110,10,346,1,,,
1111,10,391,5,453,0.11,0.05
1112,10,232,2,420,0.1,0.04
1113,10,FFR,4,860,0.21,0.09
1114,10,388,5,,,
1115,10,FGM,1,,,
1116,10,246,1,1500,0.37,0.15
1117,10,895,3,12731,3.11,1.29
1118,10,896,3,177,0.04,0.02
1119,10,D92,1,,,
1120,10,264,1,63,0.02,0.01
1121,10,268,1,,,
1122,10,272,38,9368,2.29,0.95
1123,10,283,7,998,0.24,0.1
1124,10,890,2,,,
1125,10,288,1,42,0.01,0
1126,10,290,1,99,0.02,0.01
1127,10,267,9,7065,1.73,0.71
1128,10,223,2,165,0.04,0.02
1129,10,301,1,210,0.05,0.02
1130,10,300,9,3983,0.97,0.4
1131,10,302,8,1692,0.41,0.17
1132,10,500,210,49392,12.06,4.99
1133,10,FFH,1,,,
1134,10,331,1,143,0.03,0.01
1135,10,276,1,60,0.01,0.01
1136,10,335,2,,,
1137,10,400,1,30,0.01,0
1138,10,339,2,,,
1139,10,355,31,6117,1.49,0.62
1140,10,356,12,2688,0.66,0.27
1141,10,361,1,94,0.02,0.01
1142,10,275,1,483,0.12,0.05
1143,10,271,1,1269,0.31,0.13
1144,10,403,4,564,0.14,0.06
1145,10,413,23,3418,0.83,0.35
1146,10,419,42,6561,1.6,0.66
1147,10,F51,1,,,
1148,10,239,1,40,0.01,0
1149,10,F54,1,,,
1150,10,891,2,567,0.14,0.06
1151,10,431,2,200,0.05,0.02
1152,10,FER,1,,,
1153,10,FGV,11,,,
1154,10,435,5,1192,0.29,0.12
1155,10,443,4,464,0.11,0.05
1156,10,FGN,1,,,
1157,10,445,5,237,0.06,0.02
1158,10,F58,1,210,0.05,0.02
1159,10,449,146,39959,9.76,4.04
1160,10,454,8,,,
1161,10,124,1,,,
1162,10,179,1,,,
1163,10,463,1,242,0.06,0.02
1164,10,467,14,5854,1.43,0.59
1165,10,469,1,219,0.05,0.02
1166,11,003,12,9784,2.51,1.42
1167,11,005,11,3614,0.93,0.52
1168,11,012,4,,,
1169,11,019,61,31566,8.11,4.58
1170,11,022,1,125,0.03,0.02
1171,11,904,1,,,
1172,11,416,3,,,
1173,11,033,2,,,
1174,11,FG2,1,,,
1175,11,034,2,725,0.19,0.11
1176,11,042,1,,,
1177,11,050,1,3000,0.77,0.44
1178,11,053,14,7043,1.81,1.02
1179,11,056,1,653,0.17,0.09
1180,11,E54,2,200,0.05,0.03
1181,11,071,1,,,
1182,11,081,41,81735,21,11.85
1183,11,FGS,4,,,
1184,11,244,2,,,
1185,11,089,2,434,0.11,0.06
1186,11,353,2,,,
1187,11,093,5,757,0.19,0.11
1188,11,101,5,2370,0.61,0.34
1189,11,105,1,159,0.04,0.02
1190,11,110,1,,,
1191,11,111,3,,,
1192,11,123,5,810,0.21,0.12
1193,11,127,4,258,0.07,0.04
1194,11,141,7,2210,0.57,0.32
1195,11,145,4,,,
1196,11,151,4,3144,0.81,0.46
1197,11,155,2,420,0.11,0.06
1198,11,157,1,152,0.04,0.02
1199,11,A47,1,,,
1200,11,165,2,422,0.11,0.06
1201,11,167,4,562,0.14,0.08
1202,11,173,1,,,
1203,11,270,2,5243,1.35,0.76
1204,11,193,32,15384,3.95,2.23
1205,11,204,9,6900,1.77,1
1206,11,203,1,,,
1207,11,207,12,2755,0.71,0.4
1208,11,FGP,1,,,
1209,11,263,1,50,0.01,0.01
1210,11,391,1,793,0.2,0.12
1211,11,F23,1,,,
1212,11,232,6,1260,0.32,0.18
1213,11,FFR,2,390,0.1,0.06
1214,11,242,1,30,0.01,0
1215,11,246,1,1200,0.31,0.17
1216,11,FGD,1,,,
1217,11,896,7,1158,0.3,0.17
1218,11,FGR,9,735,0.19,0.11
1219,11,262,2,,,
1220,11,272,23,6088,1.56,0.88
1221,11,283,2,420,0.11,0.06
1222,11,890,4,5652,1.45,0.82
1223,11,288,2,176,0.05,0.03
1224,11,290,2,,,
1225,11,293,1,221,0.06,0.03
1226,11,267,10,7528,1.93,1.09
1227,11,300,28,25368,6.52,3.68
1228,11,302,11,5350,1.37,0.78
1229,11,309,1,,,
1230,11,500,145,60230,15.47,8.73
1231,11,314,1,,,
1232,11,331,1,550,0.14,0.08
1233,11,276,1,1200,0.31,0.17
1234,11,D71,1,324,0.08,0.05
1235,11,355,16,5205,1.34,0.75
1236,11,356,1,714,0.18,0.1
1237,11,361,1,94,0.02,0.01
1238,11,364,26,19568,5.03,2.84
1239,11,275,1,554,0.14,0.08
1240,11,271,3,11248,2.89,1.63
1241,11,401,1,400,0.1,0.06
1242,11,403,2,402,0.1,0.06
1243,11,415,1,47,0.01,0.01
1244,11,413,9,4658,1.2,0.68
1245,11,419,82,27837,7.15,4.04
1246,11,239,1,27,0.01,0
1247,11,F54,1,,,
1248,11,891,1,500,0.13,0.07
1249,11,432,1,5,0,0
1250,11,FER,2,,,
1251,11,437,1,,,
1252,11,435,3,1998,0.51,0.29
1253,11,443,11,2920,0.75,0.42
1254,11,445,3,308,0.08,0.04
1255,11,F58,5,1292,0.33,0.19
1256,11,449,28,9355,2.4,1.36
1257,11,454,1,,,
1258,11,455,1,51,0.01,0.01
1259,11,124,2,,,
1260,11,892,6,2910,0.75,0.42
1261,12,001,21,1575,0.02,0.01
1262,12,003,408,121611,1.2,0.56
1263,12,005,27,5282,0.05,0.02
1264,12,012,3,,,
1265,12,017,36,7026,0.07,0.03
1266,12,019,34,19124,0.19,0.09
1267,12,022,3,120,0,0
1268,12,904,1,,,
1269,12,416,7,,,
1270,12,031,2,182,0,0
1271,12,F01,8,,,
1272,12,FG4,1,,,
1273,12,033,38,,,
1274,12,FG3,13,,,
1275,12,FG2,1,,,
1276,12,034,16,3604,0.04,0.02
1277,12,FF7,3,76,0,0
1278,12,040,2,117,0,0
1279,12,FEX,1,0,0,0
1280,12,042,4,,,
1281,12,045,1,,,
1282,12,050,6,4740,0.05,0.02
1283,12,053,730,249685,2.46,1.16
1284,12,FGJ,1,,,
1285,12,055,23,,,
1286,12,056,62,9655,0.1,0.04
1287,12,059,12,,,
1288,12,061,2,151,0,0
1289,12,FDT,1,75,0,0
1290,12,065,1,,,
1291,12,073,1,30,0,0
1292,12,069,4,,,
1293,12,E54,1,28,0,0
1294,12,FHW,1,154,0,0
1295,12,071,2,,,
1296,12,075,46,,,
1297,12,070,1,24,0,0
1298,12,078,3,480,0,0
1299,12,084,17,,,
1300,12,FFM,3,,,
1301,12,081,559,4097067,40.4,19.02
1302,12,FGS,91,,,
1303,12,244,17,,,
1304,12,087,13,,,
1305,12,089,107,20786,0.2,0.1
1306,12,353,53,,,
1307,12,093,81,8118,0.08,0.04
1308,12,097,177,60488,0.6,0.28
1309,12,F10,10,,,
1310,12,101,43,9994,0.1,0.05
1311,12,105,14,2210,0.02,0.01
1312,12,D83,1,,,
1313,12,143,4,410,0,0
1314,12,111,20,,,
1315,12,F53,8,,,
1316,12,123,104,27086,0.27,0.13
1317,12,125,2,,,
1318,12,127,669,83555,0.82,0.39
1319,12,133,12,,,
1320,12,C22,1,,,
1321,12,122,91,,,
1322,12,141,176,39742,0.39,0.18
1323,12,145,150,,,
1324,12,120,1,,,
1325,12,146,7,,,
1326,12,151,271,160266,1.58,0.74
1327,12,149,7,,,
1328,12,155,47,8026,0.08,0.04
1329,12,157,19,1298,0.01,0.01
1330,12,FFK,2,230,0,0
1331,12,A47,2,,,
1332,12,D59,5,,,
1333,12,163,2,,,
1334,12,164,4,,,
1335,12,165,243,45478,0.45,0.21
1336,12,438,3,498,0,0
1337,12,167,488,61514,0.61,0.29
1338,12,168,4,,,
1339,12,171,1,0,0,0
1340,12,172,6,,,
1341,12,173,25,,,
1342,12,177,18,,,
1343,12,180,6,,,
1344,12,181,1,30,0,0
1345,12,270,39,30162,0.3,0.14
1346,12,183,5,944,0.01,0
1347,12,186,31,11952,0.12,0.06
1348,12,FF6,1,,,
1349,12,184,1,,,
1350,12,185,3,221,0,0
1351,12,286,1,108,0,0
1352,12,FFW,25,,,
1353,12,FFP,1,103,0,0
1354,12,190,9,,,
1355,12,193,327,111936,1.1,0.52
1356,12,FG8,1,,,
1357,12,202,2,720,0.01,0
1358,12,204,7,1345,0.01,0.01
1359,12,201,22,2429,0.02,0.01
1360,12,203,45,,,
1361,12,328,2,966,0.01,0
1362,12,207,166,43246,0.43,0.2
1363,12,FFF,1,,,
1364,12,FFE,2,,,
1365,12,209,8,787,0.01,0
1366,12,215,1,,,
1367,12,216,16,,,
1368,12,FGP,7,,,
1369,12,FGL,1,,,
1370,12,263,39,5304,0.05,0.02
1371,12,221,27,3189,0.03,0.01
1372,12,222,1,,,
1373,12,391,19,629,0.01,0
1374,12,F23,3,,,
1375,12,232,15,2574,0.03,0.01
1376,12,FFR,28,8376,0.08,0.04
1377,12,231,2,1100,0.01,0.01
1378,12,388,38,,,
1379,12,233,4,,,
1380,12,FGM,10,,,
1381,12,243,7,,,
1382,12,246,33,29240,0.29,0.14
1383,12,248,1,0,0,0
1384,12,FGD,1,,,
1385,12,895,32,33140,0.33,0.15
1386,12,896,101,30799,0.3,0.14
1387,12,251,1,18,0,0
1388,12,FGR,1,300,0,0
1389,12,264,14,4504,0.04,0.02
1390,12,FE9,8,,,
1391,12,262,8,,,
1392,12,256,2,,,
1393,12,260,2,,,
1394,12,268,8,,,
1395,12,272,1123,304524,3,1.41
1396,12,FFL,3,260,0,0
1397,12,FFJ,1,,,
1398,12,274,2,,,
1399,12,283,180,50596,0.5,0.23
1400,12,255,16,3718,0.04,0.02
1401,12,330,2,200,0,0
1402,12,890,32,16123,0.16,0.07
1403,12,334,3,264,0,0
1404,12,F28,5,274,0,0
1405,12,333,9,861,0.01,0
1406,12,288,10,440,0,0
1407,12,290,14,1727,0.02,0.01
1408,12,291,26,962,0.01,0
1409,12,295,5,880,0.01,0
1410,12,267,157,127172,1.25,0.59
1411,12,175,12,3810,0.04,0.02
1412,12,223,55,3128,0.03,0.01
1413,12,301,25,15341,0.15,0.07
1414,12,300,98,88376,0.87,0.41
1415,12,302,551,205762,2.03,0.96
1416,12,304,64,20128,0.2,0.09
1417,12,303,1,,,
1418,12,FHP,2,58,0,0
1419,12,309,17,,,
1420,12,308,1,,,
1421,12,500,3287,2020876,19.93,9.38
1422,12,313,1,,,
1423,12,314,8,,,
1424,12,FFY,1,8,0,0
1425,12,329,31,4298,0.04,0.02
1426,12,FGA,1,,,
1427,12,331,25,3257,0.03,0.02
1428,12,276,50,25025,0.25,0.12
1429,12,335,15,,,
1430,12,400,2,505,0,0
1431,12,D71,3,360,0,0
1432,12,339,14,,,
1433,12,347,2,,,
1434,12,F38,1,105,0,0
1435,12,352,2,,,
1436,12,355,299,73064,0.72,0.34
1437,12,356,163,36185,0.36,0.17
1438,12,361,82,6991,0.07,0.03
1439,12,363,3,,,
1440,12,364,9,2112,0.02,0.01
1441,12,365,2,,,
1442,12,275,2,297,0,0
1443,12,271,55,53057,0.52,0.25
1444,12,F41,5,,,
1445,12,371,21,1097,0.01,0.01
1446,12,380,2,,,
1447,12,383,1,101,0,0
1448,12,401,11,1002,0.01,0
1449,12,403,42,6883,0.07,0.03
1450,12,410,7,3185,0.03,0.01
1451,12,415,8,314,0,0
1452,12,413,456,131214,1.29,0.61
1453,12,419,2879,1092640,10.78,5.07
1454,12,421,1,,,
1455,12,F51,5,,,
1456,12,423,4,1050,0.01,0
1457,12,F54,10,,,
1458,12,891,26,15184,0.15,0.07
1459,12,FGQ,2,,,
1460,12,431,2,205,0,0
1461,12,FHF,2,67,0,0
1462,12,389,1,12,0,0
1463,12,FER,5,,,
1464,12,437,10,,,
1465,12,435,45,7995,0.08,0.04
1466,12,F57,19,,,
1467,12,443,92,18286,0.18,0.08
1468,12,FGN,10,,,
1469,12,FG5,2,,,
1470,12,445,7,203,0,0
1471,12,F58,7,1204,0.01,0.01
1472,12,449,695,377800,3.73,1.75
1473,12,454,205,,,
1474,12,455,1,67,0,0
1475,12,124,70,,,
1476,12,892,32,14950,0.15,0.07
1477,12,FFQ,1,,,
1478,12,462,1,,,
1479,12,179,2,,,
1480,12,463,19,8202,0.08,0.04
1481,12,467,50,5255,0.05,0.02
1482,12,469,37,7766,0.08,0.04
1483,12,490,3,,,
1484,13,001,12,746,0.01,0.01
1485,13,003,431,112931,2.08,1.05
1486,13,005,22,5886,0.11,0.05
1487,13,012,6,,,
1488,13,FG6,1,,,
1489,13,017,13,3256,0.06,0.03
1490,13,019,11,7269,0.13,0.07
1491,13,022,1,110,0,0
1492,13,904,1,,,
1493,13,416,5,,,
1494,13,FFS,1,85,0,0
1495,13,F01,6,,,
1496,13,FG4,1,,,
1497,13,033,27,,,
1498,13,FG3,5,,,
1499,13,FG2,1,,,
1500,13,034,4,588,0.01,0.01
1501,13,040,1,59,0,0
1502,13,042,3,,,
1503,13,050,1,320,0.01,0
1504,13,053,254,57331,1.05,0.54
1505,13,FGJ,4,,,
1506,13,055,11,,,
1507,13,056,44,8027,0.15,0.07
1508,13,059,1,,,
1509,13,061,2,412,0.01,0
1510,13,FE8,4,,,
1511,13,E54,5,1120,0.02,0.01
1512,13,FHW,2,95,0,0
1513,13,075,1,,,
1514,13,078,1,35,0,0
1515,13,084,3,,,
1516,13,081,193,898162,16.51,8.38
1517,13,FGS,20,,,
1518,13,244,1,,,
1519,13,087,2,,,
1520,13,089,41,6867,0.13,0.06
1521,13,353,29,,,
1522,13,093,54,8754,0.16,0.08
1523,13,097,145,36367,0.67,0.34
1524,13,F10,1,,,
1525,13,101,250,32630,0.6,0.3
1526,13,105,2,15,0,0
1527,13,D83,4,,,
1528,13,110,4,,,
1529,13,143,3,663,0.01,0.01
1530,13,111,3,,,
1531,13,F53,14,,,
1532,13,123,48,5372,0.1,0.05
1533,13,125,8,,,
1534,13,127,508,138336,2.54,1.29
1535,13,133,4,,,
1536,13,C22,1,,,
1537,13,122,26,,,
1538,13,121,5,190,0,0
1539,13,141,131,29329,0.54,0.27
1540,13,145,110,,,
1541,13,146,2,,,
1542,13,151,166,87411,1.61,0.82
1543,13,149,1,,,
1544,13,155,38,6220,0.11,0.06
1545,13,FFK,2,90,0,0
1546,13,D59,1,,,
1547,13,164,1,,,
1548,13,165,90,9552,0.18,0.09
1549,13,167,400,50662,0.93,0.47
1550,13,168,1,,,
1551,13,171,1,0,0,0
1552,13,173,3,,,
1553,13,177,83,,,
1554,13,180,11,,,
1555,13,181,1,30,0,0
1556,13,270,10,10500,0.19,0.1
1557,13,336,3,0,0,0
1558,13,186,7,1903,0.03,0.02
1559,13,185,5,741,0.01,0.01
1560,13,FG7,1,,,
1561,13,286,1,139,0,0
1562,13,FFW,24,,,
1563,13,190,1,,,
1564,13,193,159,59128,1.09,0.55
1565,13,FG8,1,,,
1566,13,202,2,1875,0.03,0.02
1567,13,204,10,4516,0.08,0.04
1568,13,197,2,306,0.01,0
1569,13,201,8,2263,0.04,0.02
1570,13,203,4,,,
1571,13,207,72,21522,0.4,0.2
1572,13,FFE,1,,,
1573,13,215,1,,,
1574,13,216,12,,,
1575,13,FGP,2,,,
1576,13,263,17,1452,0.03,0.01
1577,13,224,1,,,
1578,13,221,2,805,0.01,0.01
1579,13,391,3,317,0.01,0
1580,13,F23,1,,,
1581,13,232,56,9814,0.18,0.09
1582,13,FFR,28,15940,0.29,0.15
1583,13,231,2,440,0.01,0
1584,13,388,2,,,
1585,13,233,1,,,
1586,13,FGM,8,,,
1587,13,246,9,4526,0.08,0.04
1588,13,FGD,2,,,
1589,13,895,18,43135,0.79,0.4
1590,13,896,31,11055,0.2,0.1
1591,13,264,10,3584,0.07,0.03
1592,13,FE9,6,,,
1593,13,262,1,,,
1594,13,265,3,,,
1595,13,268,2,,,
1596,13,272,455,119302,2.19,1.11
1597,13,283,45,7653,0.14,0.07
1598,13,255,11,1392,0.03,0.01
1599,13,890,11,5907,0.11,0.06
1600,13,334,2,236,0,0
1601,13,F28,2,161,0,0
1602,13,333,4,532,0.01,0
1603,13,288,3,105,0,0
1604,13,290,2,128,0,0
1605,13,291,12,881,0.02,0.01
1606,13,295,1,91,0,0
1607,13,267,99,123652,2.27,1.15
1608,13,175,3,75,0,0
1609,13,223,98,6667,0.12,0.06
1610,13,301,3,2845,0.05,0.03
1611,13,300,197,162044,2.98,1.51
1612,13,302,371,165834,3.05,1.55
1613,13,F31,1,65,0,0
1614,13,309,2,,,
1615,13,308,1,,,
1616,13,500,1693,735582,13.52,6.87
1617,13,314,5,,,
1618,13,315,1,,,
1619,13,FF2,1,71,0,0
1620,13,329,1,80,0,0
1621,13,331,9,1010,0.02,0.01
1622,13,276,17,7350,0.14,0.07
1623,13,335,6,,,
1624,13,D71,4,2980,0.05,0.03
1625,13,339,7,,,
1626,13,F38,1,105,0,0
1627,13,355,250,59898,1.1,0.56
1628,13,356,135,33298,0.61,0.31
1629,13,361,73,7361,0.14,0.07
1630,13,364,17,20199,0.37,0.19
1631,13,365,24,,,
1632,13,275,1,910,0.02,0.01
1633,13,271,17,16750,0.31,0.16
1634,13,F41,3,,,
1635,13,371,3,76,0,0
1636,13,375,2,,,
1637,13,383,1,17,0,0
1638,13,382,3,,,
1639,13,FHG,1,,,
1640,13,395,1,700,0.01,0.01
1641,13,401,3,300,0.01,0
1642,13,403,24,4703,0.09,0.04
1643,13,410,1,300,0.01,0
1644,13,415,3,185,0,0
1645,13,413,216,57183,1.05,0.53
1646,13,FD5,4,283,0.01,0
1647,13,419,3561,1584393,29.13,14.79
1648,13,421,3,,,
1649,13,F51,2,,,
1650,13,423,1,55,0,0
1651,13,425,1,,,
1652,13,F54,5,,,
1653,13,891,16,10105,0.19,0.09
1654,13,FGQ,2,,,
1655,13,431,1,50,0,0
1656,13,432,1,15,0,0
1657,13,FHF,2,183,0,0
1658,13,389,1,8,0,0
1659,13,FER,1,,,
1660,13,437,3,,,
1661,13,435,17,3479,0.06,0.03
1662,13,F57,1,,,
1663,13,443,20,4313,0.08,0.04
1664,13,FGN,6,,,
1665,13,445,3,172,0,0
1666,13,F58,17,2084,0.04,0.02
1667,13,449,1388,549222,10.1,5.13
1668,13,454,100,,,
1669,13,124,14,,,
1670,13,237,1,612,0.01,0.01
1671,13,892,3,430,0.01,0
1672,13,FFQ,4,,,
1673,13,462,1,,,
1674,13,463,11,1916,0.04,0.02
1675,13,467,23,30083,0.55,0.28
1676,13,469,9,3034,0.06,0.03
1677,13,490,1,,,
1678,15,001,1,2,0,0
1679,15,005,1,76,0.01,0.01
1680,15,017,2,356,0.06,0.02
1681,15,019,2,656,0.11,0.05
1682,15,416,1,,,
1683,15,033,5,,,
1684,15,053,101,26926,4.46,1.85
1685,15,220,1,19,0,0
1686,15,056,26,869,0.14,0.06
1687,15,059,2,,,
1688,15,084,2,,,
1689,15,081,86,269726,44.68,18.53
1690,15,FGS,4,,,
1691,15,244,2,,,
1692,15,089,8,1377,0.23,0.09
1693,15,353,4,,,
1694,15,093,3,300,0.05,0.02
1695,15,097,11,1477,0.24,0.1
1696,15,123,1,48,0.01,0
1697,15,127,21,1133,0.19,0.08
1698,15,141,2,240,0.04,0.02
1699,15,145,1,,,
1700,15,151,142,75009,12.42,5.15
1701,15,165,24,3712,0.61,0.26
1702,15,167,16,966,0.16,0.07
1703,15,173,7,,,
1704,15,176,5,275,0.05,0.02
1705,15,270,1,149,0.02,0.01
1706,15,057,1,,,
1707,15,186,4,110,0.02,0.01
1708,15,FFW,1,,,
1709,15,193,35,6048,1,0.42
1710,15,201,2,6544,1.08,0.45
1711,15,203,11,,,
1712,15,207,10,1743,0.29,0.12
1713,15,FGP,11,,,
1714,15,263,61,13090,2.17,0.9
1715,15,391,3,153,0.03,0.01
1716,15,FFR,6,2250,0.37,0.15
1717,15,FGM,1,,,
1718,15,246,2,190,0.03,0.01
1719,15,896,24,3853,0.64,0.26
1720,15,264,3,455,0.08,0.03
1721,15,FE9,1,,,
1722,15,272,107,25076,4.15,1.72
1723,15,283,10,1100,0.18,0.08
1724,15,890,109,46778,7.75,3.21
1725,15,290,1,26,0,0
1726,15,291,15,2115,0.35,0.15
1727,15,267,3,145,0.02,0.01
1728,15,223,1,20,0,0
1729,15,302,14,3688,0.61,0.25
1730,15,309,1,,,
1731,15,308,1,,,
1732,15,500,133,48502,8.03,3.33
1733,15,314,1,,,
1734,15,331,2,75,0.01,0.01
1735,15,335,1,,,
1736,15,339,1,,,
1737,15,355,6,479,0.08,0.03
1738,15,356,5,766,0.13,0.05
1739,15,361,1,94,0.02,0.01
1740,15,271,2,648,0.11,0.04
1741,15,401,2,118,0.02,0.01
1742,15,403,12,1493,0.25,0.1
1743,15,410,1,100,0.02,0.01
1744,15,413,32,7422,1.23,0.51
1745,15,408,8,,,
1746,15,419,113,15194,2.52,1.04
1747,15,F52,1,,,
1748,15,F54,2,,,
1749,15,891,5,3702,0.61,0.25
1750,15,FER,1,,,
1751,15,435,1,146,0.02,0.01
1752,15,443,114,16726,2.77,1.15
1753,15,FGN,1,,,
1754,15,449,33,6628,1.1,0.46
1755,15,454,12,,,
1756,15,124,4,,,
1757,15,892,5,4760,0.79,0.33
1758,15,179,3,,,
1759,15,463,1,84,0.01,0.01
1760,15,469,1,93,0.02,0.01
1761,16,017,3,574,0.06,0.03
1762,16,019,31,5504,0.57,0.3
