id,StateCode,GroupCode,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
2595,21,053,165,19907,0.89,0.44
2596,21,FGJ,1,,,
2597,21,055,3,,,
2598,21,056,2,775,0.03,0.02
2599,21,061,3,361,0.02,0.01
2600,21,FEZ,1,364,0.02,0.01
2601,21,062,1,129,0.01,0
2602,21,063,1,,,
2603,21,FE8,1,,,
2604,21,FHW,2,65,0,0
2605,21,071,2,,,
2606,21,075,7,,,
2607,21,081,300,354064,15.9,7.86
2608,21,082,3,358,0.02,0.01
2609,21,FGS,4,,,
2610,21,244,3,,,
2611,21,087,2,,,
2612,21,089,19,5388,0.24,0.12
2613,21,353,4,,,
2614,21,093,206,29511,1.33,0.65
2615,21,097,338,128612,5.78,2.85
2616,21,FF1,2,104,0,0
2617,21,F10,1,,,
2618,21,101,28,3794,0.17,0.08
2619,21,143,5,678,0.03,0.02
2620,21,F53,11,,,
2621,21,123,123,19078,0.86,0.42
2622,21,127,230,31929,1.43,0.71
2623,21,133,1,,,
2624,21,141,20,2986,0.13,0.07
2625,21,145,63,,,
2626,21,146,32,,,
2627,21,151,80,35886,1.61,0.8
2628,21,149,1,,,
2629,21,155,3,540,0.02,0.01
2630,21,157,3,131,0.01,0
2631,21,A47,2,,,
2632,21,D59,2,,,
2633,21,165,181,18288,0.82,0.41
2634,21,438,2,40,0,0
2635,21,167,568,51719,2.32,1.15
2636,21,168,5,,,
2637,21,173,3,,,
2638,21,177,1,,,
2639,21,270,3,1202,0.05,0.03
2640,21,183,7,331,0.01,0.01
2641,21,186,3,196,0.01,0
2642,21,185,94,9327,0.42,0.21
2643,21,187,7,682,0.03,0.02
2644,21,FFW,3,,,
2645,21,193,68,13827,0.62,0.31
2646,21,FG8,1,,,
2647,21,202,1,336,0.02,0.01
2648,21,204,1,970,0.04,0.02
2649,21,198,2,,,
2650,21,199,1,,,
2651,21,201,5,179,0.01,0
2652,21,203,14,,,
2653,21,207,29,4775,0.21,0.11
2654,21,215,2,,,
2655,21,216,5,,,
2656,21,FGP,1,,,
2657,21,346,1,,,
2658,21,263,8,896,0.04,0.02
2659,21,221,4,102,0,0
2660,21,391,3,198,0.01,0
2661,21,232,4,532,0.02,0.01
2662,21,FFR,12,3530,0.16,0.08
2663,21,231,16,3390,0.15,0.08
2664,21,388,1,,,
2665,21,FGM,5,,,
2666,21,243,1,,,
2667,21,246,3,625,0.03,0.01
2668,21,895,4,5831,0.26,0.13
2669,21,896,5,414,0.02,0.01
2670,21,FHQ,3,676,0.03,0.02
2671,21,FFX,33,1400,0.06,0.03
2672,21,264,3,273,0.01,0.01
2673,21,256,1,,,
2674,21,265,7,,,
2675,21,268,1,,,
2676,21,272,117,25982,1.17,0.58
2677,21,F26,27,,,
2678,21,FDY,2,160,0.01,0
2679,21,283,30,5107,0.23,0.11
2680,21,255,3,1144,0.05,0.03
2681,21,890,5,1876,0.08,0.04
2682,21,282,2,262,0.01,0.01
2683,21,288,1,12,0,0
2684,21,290,1,31,0,0
2685,21,310,3,346,0.02,0.01
2686,21,291,9,459,0.02,0.01
2687,21,267,41,17957,0.81,0.4
2688,21,223,123,13631,0.61,0.3
2689,21,301,8,3022,0.14,0.07
2690,21,300,34,18572,0.83,0.41
2691,21,302,168,38306,1.72,0.85
2692,21,F31,6,629,0.03,0.01
2693,21,309,2,,,
2694,21,500,575,149762,6.73,3.32
2695,21,313,2,,,
2696,21,314,1,,,
2697,21,FFY,1,16,0,0
2698,21,F35,0,1,0,0
2699,21,FD4,1,102,0,0
2700,21,329,2,100,0,0
2701,21,FF3,1,45,0,0
2702,21,FGA,2,,,
2703,21,331,1,260,0.01,0.01
2704,21,276,1,450,0.02,0.01
2705,21,FHU,2,282,0.01,0.01
2706,21,335,1,,,
2707,21,D71,1,700,0.03,0.02
2708,21,339,19,,,
2709,21,355,157,18917,0.85,0.42
2710,21,356,16,2497,0.11,0.06
2711,21,361,9,756,0.03,0.02
2712,21,362,3,296,0.01,0.01
2713,21,364,17,27900,1.25,0.62
2714,21,271,3,2668,0.12,0.06
2715,21,F41,1,,,
2716,21,371,1,234,0.01,0.01
2717,21,375,1,,,
2718,21,FHM,3,384,0.02,0.01
2719,21,403,18,1857,0.08,0.04
2720,21,FFZ,16,451,0.02,0.01
2721,21,413,70,8974,0.4,0.2
2722,21,FG1,3,265,0.01,0.01
2723,21,419,2530,904352,40.62,20.07
2724,21,F51,1,,,
2725,21,414,1,113,0.01,0
2726,21,F54,2,,,
2727,21,891,3,795,0.04,0.02
2728,21,432,1,116,0.01,0
2729,21,FHF,1,160,0.01,0
2730,21,435,8,962,0.04,0.02
2731,21,439,1,160,0.01,0
2732,21,443,23,3717,0.17,0.08
2733,21,FGN,6,,,
2734,21,FG5,1,,,
2735,21,F58,1,180,0.01,0
2736,21,449,838,176747,7.94,3.92
2737,21,454,101,,,
2738,21,455,1,23,0,0
2739,21,124,2,,,
2740,21,892,1,80,0,0
2741,21,463,11,3350,0.15,0.07
2742,21,FD7,3,333,0.01,0.01
2743,21,FJ3,1,47,0,0
2744,21,467,42,2878,0.13,0.06
2745,21,469,4,638,0.03,0.01
2746,22,001,1,70,0,0
2747,22,003,93,21342,0.72,0.46
2748,22,005,14,2100,0.07,0.05
2749,22,012,3,,,
2750,22,017,30,5124,0.17,0.11
2751,22,019,4,2694,0.09,0.06
2752,22,416,3,,,
2753,22,F01,3,,,
2754,22,033,8,,,
2755,22,034,4,435,0.01,0.01
2756,22,050,1,100,0,0
2757,22,053,206,45773,1.55,0.98
2758,22,FGJ,1,,,
2759,22,055,3,,,
2760,22,220,1,0,0,0
2761,22,047,1,,,
2762,22,056,6,1314,0.04,0.03
2763,22,059,27,,,
2764,22,FE8,1,,,
2765,22,084,2,,,
2766,22,081,538,1248106,42.32,26.8
2767,22,FGS,6,,,
2768,22,087,4,,,
2769,22,089,3,69,0,0
2770,22,353,8,,,
2771,22,093,19,2390,0.08,0.05
2772,22,097,17,2167,0.07,0.05
2773,22,F10,1,,,
2774,22,101,93,12686,0.43,0.27
2775,22,D83,1,,,
2776,22,110,17,,,
2777,22,143,3,619,0.02,0.01
2778,22,111,3,,,
2779,22,F53,4,,,
2780,22,123,50,7414,0.25,0.16
2781,22,127,57,6949,0.24,0.15
2782,22,121,3,114,0,0
2783,22,141,140,32116,1.09,0.69
2784,22,145,19,,,
2785,22,151,56,29589,1,0.64
2786,22,155,10,1268,0.04,0.03
2787,22,157,1,114,0,0
2788,22,165,54,4471,0.15,0.1
2789,22,167,217,22833,0.77,0.49
2790,22,168,1,,,
2791,22,172,3,,,
2792,22,173,4,,,
2793,22,180,10,,,
2794,22,270,3,754,0.03,0.02
2795,22,186,3,318,0.01,0.01
2796,22,185,2,21,0,0
2797,22,193,89,23922,0.81,0.51
2798,22,201,2,259,0.01,0.01
2799,22,203,2,,,
2800,22,207,17,3376,0.11,0.07
2801,22,215,2,,,
2802,22,216,12,,,
2803,22,263,9,1150,0.04,0.02
2804,22,221,5,161,0.01,0
2805,22,391,3,57,0,0
2806,22,232,64,9772,0.33,0.21
2807,22,FFR,64,36710,1.24,0.79
2808,22,388,1,,,
2809,22,FGM,4,,,
2810,22,246,4,1385,0.05,0.03
2811,22,FGD,1,,,
2812,22,895,5,2991,0.1,0.06
2813,22,896,13,3384,0.11,0.07
2814,22,264,2,173,0.01,0
2815,22,256,1,,,
2816,22,268,1,,,
2817,22,272,137,32914,1.12,0.71
2818,22,283,53,7740,0.26,0.17
2819,22,890,3,2110,0.07,0.05
2820,22,333,1,22,0,0
2821,22,288,1,164,0.01,0
2822,22,290,2,77,0,0
2823,22,291,1,0,0,0
2824,22,267,29,24732,0.84,0.53
2825,22,223,3,213,0.01,0
2826,22,301,36,22034,0.75,0.47
2827,22,300,118,61997,2.1,1.33
2828,22,302,278,67518,2.29,1.45
2829,22,309,1,,,
2830,22,500,1205,357456,12.12,7.67
2831,22,313,1,,,
2832,22,331,3,240,0.01,0.01
2833,22,276,2,840,0.03,0.02
2834,22,335,2,,,
2835,22,339,6,,,
2836,22,355,82,7343,0.25,0.16
2837,22,356,16,2122,0.07,0.05
2838,22,361,4,202,0.01,0
2839,22,364,8,22756,0.77,0.49
2840,22,271,9,5981,0.2,0.13
2841,22,375,3,,,
2842,22,401,1,30,0,0
2843,22,403,7,636,0.02,0.01
2844,22,413,55,8827,0.3,0.19
2845,22,419,1633,648734,22,13.93
2846,22,421,6,,,
2847,22,F51,2,,,
2848,22,F54,4,,,
2849,22,891,8,4010,0.14,0.09
2850,22,432,1,20,0,0
2851,22,437,1,,,
2852,22,435,7,2944,0.1,0.06
2853,22,F57,5,,,
2854,22,443,11,1004,0.03,0.02
2855,22,FGN,2,,,
2856,22,F58,1,180,0.01,0
2857,22,449,457,128108,4.34,2.75
2858,22,454,304,,,
2859,22,124,4,,,
2860,22,892,1,100,0,0
2861,22,FFQ,2,,,
2862,22,463,10,3204,0.11,0.07
2863,22,467,6,470,0.02,0.01
2864,22,469,4,402,0.01,0.01
2865,22,490,1,,,
2866,23,001,21,1361,0.32,0.1
2867,23,005,2,380,0.09,0.03
2868,23,012,1,,,
2869,23,017,1,162,0.04,0.01
2870,23,019,136,14503,3.46,1.06
2871,23,031,9,982,0.23,0.07
2872,23,FG4,4,,,
2873,23,033,5,,,
2874,23,053,49,5185,1.24,0.38
2875,23,056,6,883,0.21,0.06
2876,23,059,1,,,
2877,23,084,2,,,
2878,23,081,129,219233,52.26,16.09
2879,23,FGS,3,,,
2880,23,089,7,512,0.12,0.04
2881,23,353,6,,,
2882,23,093,1,0,0,0
2883,23,097,3,2717,0.65,0.2
2884,23,105,3,165,0.04,0.01
2885,23,143,1,109,0.03,0.01
2886,23,111,5,,,
2887,23,127,25,1556,0.37,0.11
2888,23,141,2,246,0.06,0.02
2889,23,151,26,10958,2.61,0.8
2890,23,149,1,,,
2891,23,157,2,101,0.02,0.01
2892,23,FFK,1,50,0.01,0
2893,23,165,59,4216,1,0.31
2894,23,167,22,807,0.19,0.06
2895,23,172,2,,,
2896,23,173,8,,,
2897,23,176,8,398,0.09,0.03
2898,23,181,9,453,0.11,0.03
2899,23,270,2,1037,0.25,0.08
2900,23,057,3,,,
2901,23,286,1,129,0.03,0.01
2902,23,190,1,,,
2903,23,193,58,10338,2.46,0.76
2904,23,201,4,201,0.05,0.01
2905,23,203,5,,,
2906,23,207,16,2424,0.58,0.18
2907,23,213,3,,,
2908,23,263,5,334,0.08,0.02
2909,23,393,16,588,0.14,0.04
2910,23,FFR,4,410,0.1,0.03
2911,23,388,6,,,
2912,23,FGM,1,,,
2913,23,246,4,1001,0.24,0.07
2914,23,896,5,553,0.13,0.04
2915,23,FGR,1,270,0.06,0.02
2916,23,264,1,70,0.02,0.01
2917,23,FE9,2,,,
2918,23,262,1,,,
2919,23,260,1,,,
2920,23,272,53,9372,2.23,0.69
2921,23,FDY,1,51,0.01,0
2922,23,283,3,290,0.07,0.02
2923,23,890,6,185,0.04,0.01
2924,23,267,8,16894,4.03,1.24
2925,23,175,29,2244,0.53,0.16
2926,23,223,1,67,0.02,0
2927,23,301,1,32,0.01,0
2928,23,300,1,50,0.01,0
2929,23,302,3,600,0.14,0.04
2930,23,303,5,,,
2931,23,309,1,,,
2932,23,500,210,45364,10.81,3.33
2933,23,313,1,,,
2934,23,315,1,,,
2935,23,331,1,45,0.01,0
2936,23,276,2,220,0.05,0.02
2937,23,335,7,,,
2938,23,355,8,316,0.08,0.02
2939,23,356,2,224,0.05,0.02
2940,23,271,4,1717,0.41,0.13
2941,23,FHG,1,,,
2942,23,401,4,125,0.03,0.01
2943,23,403,8,1207,0.29,0.09
2944,23,410,1,320,0.08,0.02
2945,23,413,31,3596,0.86,0.26
2946,23,419,47,8111,1.93,0.6
2947,23,239,3,128,0.03,0.01
2948,23,891,1,518,0.12,0.04
2949,23,435,26,3481,0.83,0.26
2950,23,443,145,15926,3.8,1.17
2951,23,FGN,1,,,
2952,23,449,151,19686,4.69,1.44
2953,23,454,46,,,
2954,23,124,2,,,
2955,23,892,8,1630,0.39,0.12
2956,23,179,37,,,
2957,23,463,5,2934,0.7,0.22
2958,23,467,9,1858,0.44,0.14
2959,24,001,1,34,0,0
2960,24,003,122,97878,3.64,1.58
2961,24,005,28,5160,0.19,0.08
2962,24,012,6,,,
2963,24,284,1,,,
2964,24,017,4,2282,0.08,0.04
2965,24,019,93,33825,1.26,0.55
2966,24,022,2,205,0.01,0
2967,24,904,1,,,
2968,24,030,1,,,
2969,24,416,5,,,
2970,24,031,16,1848,0.07,0.03
2971,24,FFS,1,82,0,0
2972,24,F01,2,,,
2973,24,FG4,1,,,
2974,24,033,16,,,
2975,24,FG3,3,,,
2976,24,034,7,2180,0.08,0.04
2977,24,040,1,10,0,0
2978,24,FEY,1,61,0,0
2979,24,049,1,300,0.01,0
2980,24,053,140,33547,1.25,0.54
2981,24,055,7,,,
2982,24,220,2,200,0.01,0
2983,24,056,23,3238,0.12,0.05
2984,24,FDT,1,122,0,0
2985,24,073,1,35,0,0
2986,24,E54,1,80,0,0
2987,24,FHW,2,93,0,0
2988,24,071,3,,,
2989,24,075,4,,,
2990,24,084,6,,,
2991,24,FFM,2,,,
2992,24,081,305,907317,33.79,14.69
2993,24,FGS,40,,,
2994,24,244,16,,,
2995,24,087,3,,,
2996,24,089,18,1736,0.06,0.03
2997,24,353,17,,,
2998,24,093,28,2179,0.08,0.04
2999,24,097,29,11057,0.41,0.18
3000,24,F10,1,,,
3001,24,101,3,766,0.03,0.01
3002,24,105,2,234,0.01,0
3003,24,111,6,,,
3004,24,F53,1,,,
3005,24,123,24,4700,0.18,0.08
3006,24,127,124,28720,1.07,0.46
3007,24,133,1,,,
3008,24,C22,3,,,
3009,24,122,1,,,
3010,24,141,44,11236,0.42,0.18
3011,24,145,20,,,
3012,24,151,79,43411,1.62,0.7
3013,24,155,13,2530,0.09,0.04
3014,24,157,55,8064,0.3,0.13
3015,24,FFK,1,110,0,0
3016,24,D59,1,,,
3017,24,165,70,12395,0.46,0.2
3018,24,438,5,151,0.01,0
3019,24,167,47,6965,0.26,0.11
3020,24,168,3,,,
3021,24,171,17,1104,0.04,0.02
3022,24,172,1,,,
3023,24,173,3,,,
3024,24,270,23,26733,1,0.43
3025,24,183,3,744,0.03,0.01
3026,24,057,24,,,
3027,24,186,4,1150,0.04,0.02
3028,24,FDW,3,270,0.01,0
3029,24,FFT,1,6,0,0
3030,24,286,5,643,0.02,0.01
3031,24,FFW,2,,,
3032,24,190,7,,,
3033,24,193,194,59618,2.22,0.97
3034,24,FG8,2,,,
3035,24,202,5,7042,0.26,0.11
3036,24,204,9,7470,0.28,0.12
3037,24,198,3,,,
3038,24,199,1,,,
3039,24,201,3,35,0,0
3040,24,203,9,,,
3041,24,328,1,48,0,0
3042,24,207,186,54423,2.03,0.88
3043,24,215,1,,,
3044,24,216,4,,,
3045,24,346,2,,,
3046,24,263,14,3140,0.12,0.05
3047,24,224,1,,,
3048,24,221,11,710,0.03,0.01
3049,24,391,18,3478,0.13,0.06
3050,24,F23,1,,,
3051,24,232,16,3090,0.12,0.05
3052,24,FFR,12,6070,0.23,0.1
3053,24,231,1,230,0.01,0
3054,24,388,12,,,
3055,24,233,2,,,
3056,24,242,1,125,0,0
3057,24,FGM,2,,,
3058,24,246,10,11940,0.44,0.19
3059,24,FGD,1,,,
3060,24,895,9,31230,1.16,0.51
3061,24,896,26,7037,0.26,0.11
3062,24,251,1,30,0,0
3063,24,FGR,5,0,0,0
3064,24,264,3,850,0.03,0.01
3065,24,FE9,3,,,
3066,24,262,3,,,
3067,24,265,1,,,
3068,24,268,1,,,
3069,24,272,201,54236,2.02,0.88
3070,24,F27,2,93,0,0
3071,24,274,1,,,
3072,24,D66,1,,,
3073,24,283,67,15850,0.59,0.26
3074,24,255,9,3078,0.11,0.05
3075,24,890,13,6130,0.23,0.1
3076,24,334,2,184,0.01,0
3077,24,F28,2,202,0.01,0
3078,24,333,5,735,0.03,0.01
3079,24,282,1,158,0.01,0
3080,24,288,6,529,0.02,0.01
3081,24,290,3,149,0.01,0
3082,24,FDZ,2,104,0,0
3083,24,293,3,612,0.02,0.01
3084,24,267,76,188914,7.04,3.06
3085,24,175,1,115,0,0
3086,24,223,1,83,0,0
3087,24,301,8,11446,0.43,0.19
3088,24,300,43,44166,1.64,0.71
3089,24,302,54,21620,0.81,0.35
3090,24,309,1,,,
3091,24,500,917,365632,13.62,5.92
3092,24,314,8,,,
3093,24,329,1,14,0,0
3094,24,331,8,1178,0.04,0.02
3095,24,276,52,32780,1.22,0.53
3096,24,335,6,,,
3097,24,400,1,175,0.01,0
3098,24,D71,2,704,0.03,0.01
3099,24,339,5,,,
3100,24,F38,1,51,0,0
3101,24,352,1,,,
3102,24,355,127,25722,0.96,0.42
3103,24,356,64,12470,0.46,0.2
3104,24,361,2,444,0.02,0.01
3105,24,364,19,13986,0.52,0.23
3106,24,275,5,2300,0.09,0.04
3107,24,271,17,15555,0.58,0.25
3108,24,371,1,42,0,0
3109,24,375,5,,,
3110,24,383,1,143,0.01,0
3111,24,401,3,220,0.01,0
3112,24,403,12,1653,0.06,0.03
3113,24,410,1,400,0.01,0.01
3114,24,415,4,108,0,0
3115,24,413,166,49532,1.84,0.8
3116,24,419,565,113261,4.22,1.83
3117,24,421,1,,,
3118,24,F51,5,,,
3119,24,414,2,623,0.02,0.01
3120,24,F54,6,,,
3121,24,891,11,6638,0.25,0.11
3122,24,431,4,950,0.04,0.02
3123,24,FHF,2,166,0.01,0
3124,24,FGV,6,,,
3125,24,437,4,,,
3126,24,435,23,6799,0.25,0.11
3127,24,443,68,9233,0.34,0.15
3128,24,FGN,1,,,
3129,24,FG5,1,,,
3130,24,445,5,216,0.01,0
3131,24,F58,4,472,0.02,0.01
3132,24,449,810,207179,7.72,3.35
3133,24,454,67,,,
3134,24,124,7,,,
3135,24,892,8,4680,0.17,0.08
3136,24,462,1,,,
3137,24,179,2,,,
3138,24,463,5,2080,0.08,0.03
3139,24,FD7,9,1912,0.07,0.03
3140,24,FJ3,0,8,0,0
3141,24,467,30,9038,0.34,0.15
3142,24,469,4,603,0.02,0.01
3143,24,490,1,,,
3144,25,326,2,,,
3145,25,001,11,759,0.02,0.01
3146,25,003,15,5942,0.17,0.08
3147,25,005,10,2222,0.06,0.03
3148,25,009,1,300,0.01,0
3149,25,012,7,,,
3150,25,FG6,3,,,
3151,25,019,262,38288,1.12,0.54
3152,25,416,5,,,
3153,25,FG4,1,,,
3154,25,033,20,,,
3155,25,034,10,4635,0.14,0.07
3156,25,042,1,,,
3157,25,045,2,,,
3158,25,049,5,2950,0.09,0.04
3159,25,050,8,9630,0.28,0.14
3160,25,053,163,40068,1.17,0.57
3161,25,055,1,,,
3162,25,058,1,,,
3163,25,056,16,2827,0.08,0.04
3164,25,078,2,400,0.01,0.01
3165,25,084,1,,,
3166,25,081,593,2497737,73.05,35.53
3167,25,FGS,34,,,
3168,25,244,1,,,
3169,25,087,11,,,
3170,25,089,20,2637,0.08,0.04
3171,25,353,15,,,
3172,25,093,6,32,0,0
3173,25,097,7,124,0,0
3174,25,F10,9,,,
3175,25,101,1,100,0,0
3176,25,105,7,1174,0.03,0.02
3177,25,111,19,,,
3178,25,F53,1,,,
3179,25,123,4,524,0.02,0.01
3180,25,127,65,5354,0.16,0.08
3181,25,133,2,,,
3182,25,C22,1,,,
3183,25,122,1,,,
3184,25,141,21,4044,0.12,0.06
3185,25,145,16,,,
3186,25,151,58,28040,0.82,0.4
3187,25,155,10,1800,0.05,0.03
3188,25,157,1,0,0,0
3189,25,FFK,3,620,0.02,0.01
3190,25,D59,1,,,
3191,25,165,63,8296,0.24,0.12
3192,25,438,1,75,0,0
3193,25,167,26,1998,0.06,0.03
3194,25,168,2,,,
3195,25,173,4,,,
3196,25,176,6,927,0.03,0.01
3197,25,181,55,7765,0.23,0.11
3198,25,270,27,21299,0.62,0.3
3199,25,057,36,,,
3200,25,186,9,4589,0.13,0.07
3201,25,185,1,14,0,0
3202,25,FFW,1,,,
3203,25,FFP,2,30,0,0
3204,25,190,3,,,
3205,25,193,213,65290,1.91,0.93
3206,25,202,1,235,0.01,0
3207,25,204,8,2160,0.06,0.03
3208,25,201,27,3596,0.11,0.05
3209,25,203,16,,,
3210,25,207,63,15361,0.45,0.22
3211,25,209,2,209,0.01,0
3212,25,216,2,,,
3213,25,FGP,1,,,
3214,25,346,2,,,
3215,25,263,23,3064,0.09,0.04
3216,25,221,11,1361,0.04,0.02
3217,25,393,20,1985,0.06,0.03
3218,25,F23,3,,,
3219,25,FFR,3,850,0.02,0.01
3220,25,388,6,,,
3221,25,233,1,,,
3222,25,FGM,1,,,
3223,25,246,38,25844,0.76,0.37
3224,25,895,11,10598,0.31,0.15
3225,25,896,43,9254,0.27,0.13
3226,25,251,4,305,0.01,0
3227,25,FGR,9,380,0.01,0.01
3228,25,264,3,3045,0.09,0.04
3229,25,FE9,1,,,
3230,25,262,2,,,
3231,25,260,10,,,
3232,25,268,2,,,
3233,25,272,198,45302,1.32,0.64
3234,25,FFL,1,190,0.01,0
3235,25,FFJ,1,,,
3236,25,274,2,,,
3237,25,283,19,3975,0.12,0.06
3238,25,255,2,114,0,0
3239,25,890,39,11934,0.35,0.17
3240,25,334,1,92,0,0
3241,25,F28,1,98,0,0
3242,25,333,1,281,0.01,0
3243,25,288,1,58,0,0
3244,25,290,1,25,0,0
3245,25,291,11,402,0.01,0.01
3246,25,267,52,131749,3.85,1.87
3247,25,175,35,4168,0.12,0.06
3248,25,300,6,1836,0.05,0.03
3249,25,302,8,2240,0.07,0.03
3250,25,303,4,,,
3251,25,F31,1,92,0,0
3252,25,309,3,,,
3253,25,500,383,114736,3.36,1.63
3254,25,315,1,,,
3255,25,331,11,3161,0.09,0.04
3256,25,276,25,12540,0.37,0.18
3257,25,335,5,,,
3258,25,D71,3,686,0.02,0.01
3259,25,352,7,,,
3260,25,355,28,2787,0.08,0.04
3261,25,356,20,1870,0.05,0.03
3262,25,363,4,,,
3263,25,275,9,3124,0.09,0.04
3264,25,271,38,33489,0.98,0.48
3265,25,F41,1,,,
3266,25,371,1,90,0,0
3267,25,375,1,,,
3268,25,383,1,101,0,0
3269,25,FHG,1,,,
3270,25,395,3,620,0.02,0.01
3271,25,401,4,550,0.02,0.01
3272,25,403,31,3534,0.1,0.05
3273,25,410,1,1200,0.04,0.02
3274,25,413,145,28609,0.84,0.41
3275,25,419,195,21296,0.62,0.3
3276,25,F51,2,,,
3277,25,239,3,86,0,0
3278,25,423,2,350,0.01,0
3279,25,425,1,,,
3280,25,F54,8,,,
3281,25,891,20,10872,0.32,0.15
3282,25,FGQ,4,,,
3283,25,431,1,320,0.01,0
3284,25,437,2,,,
3285,25,435,138,26379,0.77,0.38
3286,25,443,338,65402,1.91,0.93
3287,25,FGN,1,,,
3288,25,445,5,225,0.01,0
3289,25,F58,3,430,0.01,0.01
3290,25,449,186,37547,1.1,0.53
3291,25,454,33,,,
3292,25,124,9,,,
3293,25,892,20,7180,0.21,0.1
3294,25,FFQ,1,,,
3295,25,462,1,,,
3296,25,179,46,,,
3297,25,463,6,640,0.02,0.01
3298,25,467,4,156,0,0
3299,25,469,1,97,0,0
3300,25,490,1,,,
3301,26,001,1,0,0,0
3302,26,003,61,27047,0.68,0.27
3303,26,005,15,4208,0.11,0.04
3304,26,012,1,,,
3305,26,284,1,,,
3306,26,017,11,1660,0.04,0.02
3307,26,019,137,51027,1.28,0.51
3308,26,416,17,,,
3309,26,031,157,15805,0.4,0.16
3310,26,F01,2,,,
3311,26,FG4,1,,,
3312,26,033,15,,,
3313,26,034,11,5630,0.14,0.06
3314,26,FF7,2,101,0,0
3315,26,040,3,432,0.01,0
3316,26,FEX,1,7,0,0
3317,26,045,14,,,
3318,26,049,1,2000,0.05,0.02
3319,26,050,1,2000,0.05,0.02
3320,26,051,1,,,
3321,26,053,287,93206,2.33,0.92
3322,26,FGJ,1,,,
3323,26,220,10,783,0.02,0.01
3324,26,058,1,,,
3325,26,056,18,3041,0.08,0.03
3326,26,059,10,,,
3327,26,061,1,100,0,0
3328,26,FDT,1,90,0,0
3329,26,FE8,11,,,
3330,26,FHW,1,37,0,0
3331,26,071,2,,,
3332,26,075,7,,,
3333,26,078,3,915,0.02,0.01
3334,26,084,2,,,
3335,26,086,1,,,
3336,26,081,730,1492732,37.33,14.81
3337,26,FGS,24,,,
3338,26,244,4,,,
3339,26,087,6,,,
3340,26,089,33,5082,0.13,0.05
3341,26,353,52,,,
3342,26,093,42,2744,0.07,0.03
3343,26,097,106,18559,0.46,0.18
3344,26,F10,1,,,
3345,26,101,27,5568,0.14,0.06
3346,26,105,222,64026,1.6,0.64
3347,26,F13,3,,,
3348,26,110,4,,,
3349,26,143,3,565,0.01,0.01
3350,26,111,8,,,
3351,26,F53,1,,,
3352,26,123,93,20224,0.51,0.2
3353,26,127,98,13347,0.33,0.13
3354,26,133,7,,,
3355,26,122,1,,,
3356,26,121,6,228,0.01,0
3357,26,141,182,49529,1.24,0.49
3358,26,145,20,,,
3359,26,146,5,,,
3360,26,151,98,45074,1.13,0.45
3361,26,149,5,,,
3362,26,155,20,3330,0.08,0.03
3363,26,157,23,1396,0.03,0.01
3364,26,FFK,3,270,0.01,0
3365,26,A47,5,,,
3366,26,D59,4,,,
3367,26,164,8,,,
3368,26,165,185,38841,0.97,0.39
3369,26,438,30,5077,0.13,0.05
3370,26,167,180,22066,0.55,0.22
3371,26,168,4,,,
3372,26,171,6,300,0.01,0
3373,26,172,3,,,
3374,26,173,68,,,
3375,26,176,3,517,0.01,0.01
3376,26,181,15,1593,0.04,0.02
3377,26,270,8,6405,0.16,0.06
3378,26,183,10,969,0.02,0.01
3379,26,390,1,10,0,0
3380,26,057,12,,,
3381,26,186,7,3018,0.08,0.03
3382,26,185,2,48,0,0
3383,26,187,1,300,0.01,0
3384,26,FG7,1,,,
3385,26,FFT,1,77,0,0
3386,26,286,1,89,0,0
3387,26,FFW,2,,,
3388,26,190,14,,,
3389,26,193,195,27320,0.68,0.27
3390,26,FG8,1,,,
3391,26,202,2,456,0.01,0
3392,26,204,4,850,0.02,0.01
3393,26,198,3,,,
3394,26,197,1,136,0,0
3395,26,201,51,9711,0.24,0.1
3396,26,203,37,,,
3397,26,328,8,1302,0.03,0.01
3398,26,207,281,82376,2.06,0.82
3399,26,FFE,2,,,
3400,26,209,8,1095,0.03,0.01
3401,26,216,26,,,
3402,26,FGP,1,,,
3403,26,FGL,1,,,
3404,26,211,1,,,
3405,26,213,3,171,0,0
3406,26,067,3,,,
3407,26,346,2,,,
3408,26,263,16,926,0.02,0.01
3409,26,221,66,7833,0.2,0.08
3410,26,227,1,,,
3411,26,391,8,376,0.01,0
3412,26,225,2,38,0,0
3413,26,232,16,2610,0.07,0.03
3414,26,FFR,26,11874,0.3,0.12
3415,26,231,2,710,0.02,0.01
3416,26,388,100,,,
3417,26,233,1,,,
3418,26,FGM,7,,,
3419,26,243,17,,,
3420,26,246,20,12773,0.32,0.13
3421,26,248,1,558,0.01,0.01
3422,26,FGD,3,,,
3423,26,895,16,16904,0.42,0.17
3424,26,896,29,7126,0.18,0.07
3425,26,FGR,4,405,0.01,0
3426,26,264,4,598,0.01,0.01
3427,26,FE9,1,,,
3428,26,262,3,,,
3429,26,260,5,,,
3430,26,265,3,,,
3431,26,268,2,,,
3432,26,272,306,69130,1.73,0.69
3433,26,FFL,1,65,0,0
3434,26,FFJ,3,,,
3435,26,283,399,172123,4.3,1.71
3436,26,255,21,4468,0.11,0.04
3437,26,330,2,3950,0.1,0.04
3438,26,890,12,4835,0.12,0.05
3439,26,334,1,60,0,0
3440,26,333,3,763,0.02,0.01
3441,26,288,18,1335,0.03,0.01
